loss,params,iteration,estimators,train_time
0.238380383272,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7706879189819607, 'learning_rate': 0.03598378193909862, 'min_child_samples': 135, 'num_leaves': 67, 'reg_alpha': 0.9645612747608906, 'reg_lambda': 0.9616204046171472, 'subsample_for_bin': 60000, 'subsample': 0.5253657477796922, 'metric': 'auc', 'verbose': 1}",18,66,1.0922903912278343
0.241648130676,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.8464791720356762, 'learning_rate': 0.10875645732896141, 'min_child_samples': 380, 'num_leaves': 112, 'reg_alpha': 0.002436386070584051, 'reg_lambda': 0.09460288039448272, 'subsample_for_bin': 180000, 'subsample': 0.7153773885862027, 'metric': 'auc', 'verbose': 1}",19,39,0.9898943834937199
0.250014865312,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6048404419661536, 'learning_rate': 0.06644368221542607, 'min_child_samples': 85, 'num_leaves': 66, 'reg_alpha': 0.776616518870496, 'reg_lambda': 0.5854944753883532, 'subsample_for_bin': 300000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",20,11,0.516841816833221
0.240769972182,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9773986913590285, 'learning_rate': 0.19802256882096753, 'min_child_samples': 320, 'num_leaves': 90, 'reg_alpha': 0.05508536902989189, 'reg_lambda': 0.878442626206101, 'subsample_for_bin': 80000, 'subsample': 0.9860458540996664, 'metric': 'auc', 'verbose': 1}",21,19,0.6165032821431851
0.237920434951,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6714456874846507, 'learning_rate': 0.1284813716815191, 'min_child_samples': 315, 'num_leaves': 82, 'reg_alpha': 0.0708678790296157, 'reg_lambda': 0.856809841017921, 'subsample_for_bin': 20000, 'subsample': 0.9880005206707034, 'metric': 'auc', 'verbose': 1}",22,26,0.5959146988998327
0.237767910057,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6754796439780206, 'learning_rate': 0.010395111872277856, 'min_child_samples': 490, 'num_leaves': 92, 'reg_alpha': 0.0057102465414531275, 'reg_lambda': 0.8676835101650509, 'subsample_for_bin': 100000, 'subsample': 0.8504521964088037, 'metric': 'auc', 'verbose': 1}",23,51,0.5963607590115316
0.239931403312,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6450488834663934, 'learning_rate': 0.013825391023932636, 'min_child_samples': 320, 'num_leaves': 147, 'reg_alpha': 0.10064767155541222, 'reg_lambda': 0.6825009103288038, 'subsample_for_bin': 140000, 'subsample': 0.5278964953321146, 'metric': 'auc', 'verbose': 1}",24,243,3.632114554886357
0.236162082696,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7170034421060119, 'learning_rate': 0.025887936065543102, 'min_child_samples': 360, 'num_leaves': 149, 'reg_alpha': 0.2436022782344304, 'reg_lambda': 0.9406136393516294, 'subsample_for_bin': 20000, 'subsample': 0.8777897368942661, 'metric': 'auc', 'verbose': 1}",25,114,0.9635898585324867
0.236665879565,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7134754481161221, 'learning_rate': 0.025801102817319628, 'min_child_samples': 355, 'num_leaves': 146, 'reg_alpha': 0.23394122806070847, 'reg_lambda': 0.9976565216110702, 'subsample_for_bin': 20000, 'subsample': 0.8672521872148622, 'metric': 'auc', 'verbose': 1}",26,149,1.1275889841435855
0.230767404828,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7181868574811023, 'learning_rate': 0.024338458683893147, 'min_child_samples': 280, 'num_leaves': 50, 'reg_alpha': 0.603184326349111, 'reg_lambda': 0.9201295875833453, 'subsample_for_bin': 60000, 'subsample': 0.8915036419829395, 'metric': 'auc', 'verbose': 1}",27,113,1.019957726800385
0.232816735202,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6343601449779234, 'learning_rate': 0.026568172307769318, 'min_child_samples': 280, 'num_leaves': 30, 'reg_alpha': 0.6833648830862724, 'reg_lambda': 0.7776775996273153, 'subsample_for_bin': 60000, 'subsample': 0.9194395526046918, 'metric': 'auc', 'verbose': 1}",28,116,1.0206376221503888
0.23192944351,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7577240641261779, 'learning_rate': 0.015307960143377828, 'min_child_samples': 245, 'num_leaves': 49, 'reg_alpha': 0.603369495677075, 'reg_lambda': 0.2846291564749245, 'subsample_for_bin': 60000, 'subsample': 0.768311477198679, 'metric': 'auc', 'verbose': 1}",29,216,1.6252050560497082
0.233104800027,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6991610720368171, 'learning_rate': 0.029936363976423797, 'min_child_samples': 280, 'num_leaves': 37, 'reg_alpha': 0.6023863606447095, 'reg_lambda': 0.8028198589674393, 'subsample_for_bin': 40000, 'subsample': 0.6887697070609137, 'metric': 'auc', 'verbose': 1}",30,105,0.9757883558359026
0.238585067956,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7996838818856171, 'learning_rate': 0.021826234651192395, 'min_child_samples': 205, 'num_leaves': 56, 'reg_alpha': 0.5096379542339267, 'reg_lambda': 0.9118858261353452, 'subsample_for_bin': 100000, 'subsample': 0.9245247781970111, 'metric': 'auc', 'verbose': 1}",31,137,1.3544443517848777
0.232556510948,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6515762421911409, 'learning_rate': 0.010016313019080078, 'min_child_samples': 265, 'num_leaves': 79, 'reg_alpha': 0.6669880795225217, 'reg_lambda': 0.6170655184563283, 'subsample_for_bin': 80000, 'subsample': 0.8166321961856917, 'metric': 'auc', 'verbose': 1}",32,346,2.199058896281258
0.274231504088,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9859897676590974, 'learning_rate': 0.014950111707049489, 'min_child_samples': 30, 'num_leaves': 52, 'reg_alpha': 0.45662051812453863, 'reg_lambda': 0.8178953803883011, 'subsample_for_bin': 40000, 'subsample': 0.9346609682453387, 'metric': 'auc', 'verbose': 1}",33,47,1.4564311478511627
0.24240192948,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.8249574682823901, 'learning_rate': 0.012325195190650593, 'min_child_samples': 305, 'num_leaves': 38, 'reg_alpha': 0.538344532305463, 'reg_lambda': 0.6463928366482139, 'subsample_for_bin': 80000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",34,81,0.7169892660208461
0.237524487704,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7550134644743308, 'learning_rate': 0.03121377207519914, 'min_child_samples': 150, 'num_leaves': 41, 'reg_alpha': 0.3983817873395321, 'reg_lambda': 0.516396331700614, 'subsample_for_bin': 140000, 'subsample': 0.7010026510045536, 'metric': 'auc', 'verbose': 1}",35,31,0.9116784355423988
0.238602050396,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6060707898974524, 'learning_rate': 0.022091382023099525, 'min_child_samples': 200, 'num_leaves': 30, 'reg_alpha': 0.7161544637228703, 'reg_lambda': 0.9963953680762421, 'subsample_for_bin': 120000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",36,33,0.5228087712598608
0.238465117455,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6974631087370144, 'learning_rate': 0.043074976194807456, 'min_child_samples': 340, 'num_leaves': 56, 'reg_alpha': 0.5571264258903565, 'reg_lambda': 0.3349694209293018, 'subsample_for_bin': 20000, 'subsample': 0.8159988183361836, 'metric': 'auc', 'verbose': 1}",37,64,0.735089609597253
0.239205896146,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7337522781095079, 'learning_rate': 0.01794935566461859, 'min_child_samples': 385, 'num_leaves': 77, 'reg_alpha': 0.9004635533611721, 'reg_lambda': 0.14998419726098405, 'subsample_for_bin': 60000, 'subsample': 0.9979888921785129, 'metric': 'auc', 'verbose': 1}",38,6,0.4490706018959827
0.241553669253,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6270256644578148, 'learning_rate': 0.022188533142558826, 'min_child_samples': 450, 'num_leaves': 100, 'reg_alpha': 0.46311506163486377, 'reg_lambda': 0.7630857114627184, 'subsample_for_bin': 160000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",39,43,0.46770095354349905
0.241400473225,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9328812112370262, 'learning_rate': 0.047933674075371635, 'min_child_samples': 195, 'num_leaves': 44, 'reg_alpha': 0.127318877832429, 'reg_lambda': 0.8906450423283939, 'subsample_for_bin': 100000, 'subsample': 0.5932809846285347, 'metric': 'auc', 'verbose': 1}",40,30,0.8189012569750957
0.233159457928,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.817272593413842, 'learning_rate': 0.07388580528821476, 'min_child_samples': 255, 'num_leaves': 32, 'reg_alpha': 0.3380911085656546, 'reg_lambda': 0.9363919126425115, 'subsample_for_bin': 260000, 'subsample': 0.9526715782555004, 'metric': 'auc', 'verbose': 1}",41,40,0.7317017691962064
0.236679532126,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6520574456623823, 'learning_rate': 0.012097906381544205, 'min_child_samples': 160, 'num_leaves': 60, 'reg_alpha': 0.41173590563182283, 'reg_lambda': 0.9928404162416621, 'subsample_for_bin': 80000, 'subsample': 0.8157955234734523, 'metric': 'auc', 'verbose': 1}",42,118,1.3007783333364387
0.241066326943,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7797352680205418, 'learning_rate': 0.057763711615531246, 'min_child_samples': 290, 'num_leaves': 48, 'reg_alpha': 0.2680922973455825, 'reg_lambda': 0.7477306711587303, 'subsample_for_bin': 40000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",43,15,0.40356415882069996
0.246935349715,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7145956989965992, 'learning_rate': 0.01675685493387815, 'min_child_samples': 100, 'num_leaves': 85, 'reg_alpha': 0.643427112229189, 'reg_lambda': 0.839751295956753, 'subsample_for_bin': 140000, 'subsample': 0.8973596807670751, 'metric': 'auc', 'verbose': 1}",44,28,0.916824473129509
0.238687697647,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.687923945676217, 'learning_rate': 0.03652183602319931, 'min_child_samples': 390, 'num_leaves': 133, 'reg_alpha': 0.8473968855802558, 'reg_lambda': 0.4967205738670222, 'subsample_for_bin': 220000, 'subsample': 0.6454540448515305, 'metric': 'auc', 'verbose': 1}",45,10,0.6859221489348784
0.235175786951,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7510839504549205, 'learning_rate': 0.020875768479522338, 'min_child_samples': 180, 'num_leaves': 74, 'reg_alpha': 0.7382790193202043, 'reg_lambda': 0.6457399411944235, 'subsample_for_bin': 120000, 'subsample': 0.7339984458591435, 'metric': 'auc', 'verbose': 1}",46,140,1.4175452342356039
0.238941420815,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.6189800389531459, 'learning_rate': 0.03032240877176154, 'min_child_samples': 460, 'num_leaves': 38, 'reg_alpha': 0.3800664541159715, 'reg_lambda': 0.3974669355340731, 'subsample_for_bin': 240000, 'subsample': 0.6053836199439797, 'metric': 'auc', 'verbose': 1}",47,6,0.6094269956133758
0.23951556005,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.65983073425856, 'learning_rate': 0.013657816463472357, 'min_child_samples': 235, 'num_leaves': 53, 'reg_alpha': 0.3123051928721974, 'reg_lambda': 0.7194595074420553, 'subsample_for_bin': 60000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",48,72,0.7059593907983981
0.238232440536,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.805317012368608, 'learning_rate': 0.03983669457456757, 'min_child_samples': 345, 'num_leaves': 96, 'reg_alpha': 0.15151386503647873, 'reg_lambda': 0.9196198332458418, 'subsample_for_bin': 180000, 'subsample': 0.8459441186201808, 'metric': 'auc', 'verbose': 1}",49,96,0.9875964812786151
0.243848282878,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8676872124624854, 'learning_rate': 0.010637936882691648, 'min_child_samples': 130, 'num_leaves': 109, 'reg_alpha': 0.19778325428796567, 'reg_lambda': 0.535360456818994, 'subsample_for_bin': 40000, 'subsample': 0.9588152419173379, 'metric': 'auc', 'verbose': 1}",50,104,1.477191505796327
0.238684003045,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7260666567274308, 'learning_rate': 0.05692718499298824, 'min_child_samples': 415, 'num_leaves': 122, 'reg_alpha': 0.8357937817262642, 'reg_lambda': 0.8164360304529148, 'subsample_for_bin': 200000, 'subsample': 0.7973260341338071, 'metric': 'auc', 'verbose': 1}",51,14,0.7020994470240112
0.261765269366,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9550013736686039, 'learning_rate': 0.016617090361973712, 'min_child_samples': 70, 'num_leaves': 69, 'reg_alpha': 0.5046263152879054, 'reg_lambda': 0.19412171254733868, 'subsample_for_bin': 160000, 'subsample': 0.5957997981805782, 'metric': 'auc', 'verbose': 1}",52,35,1.223260012317951
0.241134708611,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6975715982123062, 'learning_rate': 0.09466133737387199, 'min_child_samples': 225, 'num_leaves': 63, 'reg_alpha': 0.5522101225144291, 'reg_lambda': 0.480121641082963, 'subsample_for_bin': 100000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",53,10,0.3897268754540164
0.234739421676,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6364318400530171, 'learning_rate': 0.019633725475586596, 'min_child_samples': 300, 'num_leaves': 86, 'reg_alpha': 0.9557512795256525, 'reg_lambda': 0.5768525770987112, 'subsample_for_bin': 20000, 'subsample': 0.9015080393542516, 'metric': 'auc', 'verbose': 1}",54,195,1.3568428253170168
0.233609894871,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.6015411259450753, 'learning_rate': 0.02475908175982382, 'min_child_samples': 265, 'num_leaves': 34, 'reg_alpha': 0.4330611951813672, 'reg_lambda': 0.9610887383618534, 'subsample_for_bin': 120000, 'subsample': 0.8319872165138428, 'metric': 'auc', 'verbose': 1}",55,214,3.543907137488077
0.237931833578,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7708304921851987, 'learning_rate': 0.032921490851049354, 'min_child_samples': 370, 'num_leaves': 73, 'reg_alpha': 0.36870801689504035, 'reg_lambda': 0.3965275493606069, 'subsample_for_bin': 80000, 'subsample': 0.7875391066227144, 'metric': 'auc', 'verbose': 1}",56,123,1.0574289926325946
0.240780892829,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6779939292187087, 'learning_rate': 0.15353629213756204, 'min_child_samples': 405, 'num_leaves': 42, 'reg_alpha': 0.9096215353014672, 'reg_lambda': 0.6670412323097994, 'subsample_for_bin': 60000, 'subsample': 0.6268527672391336, 'metric': 'auc', 'verbose': 1}",57,8,0.49100579351761553
0.243741501912,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6162831923092349, 'learning_rate': 0.0636559706998688, 'min_child_samples': 325, 'num_leaves': 106, 'reg_alpha': 0.7770905705226379, 'reg_lambda': 0.7301412706665356, 'subsample_for_bin': 300000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",58,15,0.39979204178916916
0.237793425768,"{'boosting_type': 'dart', 'class_weight': 'balanced', 'colsample_bytree': 0.7428121013198913, 'learning_rate': 0.02846787522287674, 'min_child_samples': 210, 'num_leaves': 141, 'reg_alpha': 0.06614924948326578, 'reg_lambda': 0.04988340790352197, 'subsample_for_bin': 20000, 'subsample': 0.6049842625190918, 'metric': 'auc', 'verbose': 1}",59,107,2.473004635977759
0.239545613065,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8398880463126266, 'learning_rate': 0.052117913136183414, 'min_child_samples': 170, 'num_leaves': 59, 'reg_alpha': 0.2154575223611041, 'reg_lambda': 0.7858847157441816, 'subsample_for_bin': 40000, 'subsample': 0.7332864626597848, 'metric': 'auc', 'verbose': 1}",60,37,0.9152255831268121
0.238851193088,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6641912999944302, 'learning_rate': 0.024567206993655694, 'min_child_samples': 145, 'num_leaves': 48, 'reg_alpha': 0.3025394576584618, 'reg_lambda': 0.8449504086541202, 'subsample_for_bin': 180000, 'subsample': 0.789624193598895, 'metric': 'auc', 'verbose': 1}",61,61,1.070742086104019
0.2398911961,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7915826439866954, 'learning_rate': 0.01129903955655715, 'min_child_samples': 435, 'num_leaves': 35, 'reg_alpha': 0.6339772442821325, 'reg_lambda': 0.9646759763224066, 'subsample_for_bin': 80000, 'subsample': 0.9559349468351924, 'metric': 'auc', 'verbose': 1}",62,34,0.5764459758865996
0.250316255541,"{'boosting_type': 'dart', 'class_weight': None, 'colsample_bytree': 0.9094560308427446, 'learning_rate': 0.013871571865192854, 'min_child_samples': 110, 'num_leaves': 53, 'reg_alpha': 0.6921538706943322, 'reg_lambda': 0.3105172442673082, 'subsample_for_bin': 280000, 'subsample': 0.6867150256462218, 'metric': 'auc', 'verbose': 1}",63,116,2.8938033384688424
0.265601730023,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8680487758124484, 'learning_rate': 0.03386016954240938, 'min_child_samples': 45, 'num_leaves': 63, 'reg_alpha': 0.8157347382073685, 'reg_lambda': 0.6256621669502469, 'subsample_for_bin': 140000, 'subsample': 0.8801199012441451, 'metric': 'auc', 'verbose': 1}",64,53,1.6137800990140931
0.239463453244,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7675335521698134, 'learning_rate': 0.03930160006684752, 'min_child_samples': 245, 'num_leaves': 41, 'reg_alpha': 0.7351604540744877, 'reg_lambda': 0.8925491748024961, 'subsample_for_bin': 100000, 'subsample': 1.0, 'metric': 'auc', 'verbose': 1}",65,25,0.45583630868350156
0.233959260815,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.809082409994919, 'learning_rate': 0.01536788349983837, 'min_child_samples': 270, 'num_leaves': 49, 'reg_alpha': 0.5919171968740398, 'reg_lambda': 0.2839932602366025, 'subsample_for_bin': 60000, 'subsample': 0.7794308168570835, 'metric': 'auc', 'verbose': 1}",66,193,1.5290225825551715
0.231616420291,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8348790504109588, 'learning_rate': 0.015127283191317923, 'min_child_samples': 250, 'num_leaves': 48, 'reg_alpha': 0.5919832355579968, 'reg_lambda': 0.2540519231341276, 'subsample_for_bin': 40000, 'subsample': 0.8522541576307574, 'metric': 'auc', 'verbose': 1}",67,220,1.7349796183775652
0.240097692061,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.836471149494639, 'learning_rate': 0.018480044704559804, 'min_child_samples': 335, 'num_leaves': 56, 'reg_alpha': 0.58166234949271, 'reg_lambda': 0.13171053204517846, 'subsample_for_bin': 40000, 'subsample': 0.8535182157910518, 'metric': 'auc', 'verbose': 1}",68,143,1.1569965359690286
0.23976429681,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8905906434032747, 'learning_rate': 0.02305491194788283, 'min_child_samples': 190, 'num_leaves': 44, 'reg_alpha': 0.5284765688675742, 'reg_lambda': 0.1792435128513049, 'subsample_for_bin': 20000, 'subsample': 0.8375105301600952, 'metric': 'auc', 'verbose': 1}",69,67,1.0425386195242936
0.234584178605,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7869574080162433, 'learning_rate': 0.027261385659413318, 'min_child_samples': 215, 'num_leaves': 31, 'reg_alpha': 0.4815118729831722, 'reg_lambda': 0.2689117457170396, 'subsample_for_bin': 60000, 'subsample': 0.8914271606517962, 'metric': 'auc', 'verbose': 1}",70,124,1.2955829797870138
0.23884506906,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.9309952023155889, 'learning_rate': 0.012578269180089157, 'min_child_samples': 300, 'num_leaves': 65, 'reg_alpha': 0.6331111342742745, 'reg_lambda': 0.4281816926561108, 'subsample_for_bin': 40000, 'subsample': 0.9786468256697906, 'metric': 'auc', 'verbose': 1}",71,266,1.8808811709714064
0.237274080117,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8550174021507502, 'learning_rate': 0.01983034114427639, 'min_child_samples': 285, 'num_leaves': 73, 'reg_alpha': 0.5697832107034523, 'reg_lambda': 0.34365500174852937, 'subsample_for_bin': 20000, 'subsample': 0.8261301812134101, 'metric': 'auc', 'verbose': 1}",72,124,1.168028073527239
